,burst_id,sas_version,product_urls
75,T170-364148-IW1,1.0.1,https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364148-IW1_20140403_S1A_30_v1.0_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364148-IW1_20140403_S1A_30_v1.0_local_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364148-IW1_20140403_S1A_30_v1.0_number_of_looks.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364148-IW1_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_beta0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364148-IW1_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_sigma0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364148-IW1_20140403_S1A_30_v1.0_mask.tif https://datapool.asf.alaska.edu/BROWSE/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364148-IW1_20140403_S1A_30_v1.0_BROWSE.png https://cmr.earthdata.nasa.gov/search/concepts/G2812025333-ASF.xml
76,T034-071086-IW1,1.0.1,https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T034-071086-IW1_20140403_S1A_30_v1.0_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T034-071086-IW1_20140403_S1A_30_v1.0_local_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T034-071086-IW1_20140403_S1A_30_v1.0_number_of_looks.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T034-071086-IW1_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_beta0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T034-071086-IW1_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_sigma0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T034-071086-IW1_20140403_S1A_30_v1.0_mask.tif https://datapool.asf.alaska.edu/BROWSE/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T034-071086-IW1_20140403_S1A_30_v1.0_BROWSE.png https://cmr.earthdata.nasa.gov/search/concepts/G2810127117-ASF.xml
77,T039-082700-IW3,1.0.1,https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T039-082700-IW3_20140403_S1A_30_v1.0_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T039-082700-IW3_20140403_S1A_30_v1.0_local_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T039-082700-IW3_20140403_S1A_30_v1.0_number_of_looks.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T039-082700-IW3_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_beta0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T039-082700-IW3_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_sigma0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T039-082700-IW3_20140403_S1A_30_v1.0_mask.tif https://datapool.asf.alaska.edu/BROWSE/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T039-082700-IW3_20140403_S1A_30_v1.0_BROWSE.png https://cmr.earthdata.nasa.gov/search/concepts/G2811287116-ASF.xml
78,T107-227892-IW3,1.0.1,https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T107-227892-IW3_20140403_S1A_30_v1.0_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T107-227892-IW3_20140403_S1A_30_v1.0_local_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T107-227892-IW3_20140403_S1A_30_v1.0_number_of_looks.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T107-227892-IW3_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_beta0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T107-227892-IW3_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_sigma0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T107-227892-IW3_20140403_S1A_30_v1.0_mask.tif https://datapool.asf.alaska.edu/BROWSE/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T107-227892-IW3_20140403_S1A_30_v1.0_BROWSE.png https://cmr.earthdata.nasa.gov/search/concepts/G2810140462-ASF.xml
79,T160-342212-IW1,1.0.1,https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T160-342212-IW1_20140403_S1B_30_v1.0_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T160-342212-IW1_20140403_S1B_30_v1.0_local_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T160-342212-IW1_20140403_S1B_30_v1.0_number_of_looks.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T160-342212-IW1_20140403_S1B_30_v1.0_rtc_anf_gamma0_to_beta0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T160-342212-IW1_20140403_S1B_30_v1.0_rtc_anf_gamma0_to_sigma0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T160-342212-IW1_20140403_S1B_30_v1.0_mask.tif https://datapool.asf.alaska.edu/BROWSE/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T160-342212-IW1_20140403_S1B_30_v1.0_BROWSE.png https://cmr.earthdata.nasa.gov/search/concepts/G2810261597-ASF.xml
80,T135-288086-IW2,1.0.1,https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T135-288086-IW2_20140403_S1A_30_v1.0_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T135-288086-IW2_20140403_S1A_30_v1.0_local_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T135-288086-IW2_20140403_S1A_30_v1.0_number_of_looks.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T135-288086-IW2_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_beta0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T135-288086-IW2_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_sigma0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T135-288086-IW2_20140403_S1A_30_v1.0_mask.tif https://datapool.asf.alaska.edu/BROWSE/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T135-288086-IW2_20140403_S1A_30_v1.0_BROWSE.png https://cmr.earthdata.nasa.gov/search/concepts/G2810189797-ASF.xml
81,T034-071091-IW2,1.0.1,https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T034-071091-IW2_20140403_S1A_30_v1.0_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T034-071091-IW2_20140403_S1A_30_v1.0_local_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T034-071091-IW2_20140403_S1A_30_v1.0_number_of_looks.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T034-071091-IW2_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_beta0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T034-071091-IW2_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_sigma0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T034-071091-IW2_20140403_S1A_30_v1.0_mask.tif https://datapool.asf.alaska.edu/BROWSE/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T034-071091-IW2_20140403_S1A_30_v1.0_BROWSE.png https://cmr.earthdata.nasa.gov/search/concepts/G2810127293-ASF.xml
82,T135-288083-IW3,1.0.1,https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T135-288083-IW3_20140403_S1A_30_v1.0_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T135-288083-IW3_20140403_S1A_30_v1.0_local_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T135-288083-IW3_20140403_S1A_30_v1.0_number_of_looks.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T135-288083-IW3_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_beta0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T135-288083-IW3_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_sigma0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T135-288083-IW3_20140403_S1A_30_v1.0_mask.tif https://datapool.asf.alaska.edu/BROWSE/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T135-288083-IW3_20140403_S1A_30_v1.0_BROWSE.png https://cmr.earthdata.nasa.gov/search/concepts/G2810169128-ASF.xml
83,T170-364152-IW1,1.0.1,https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364152-IW1_20140403_S1A_30_v1.0_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364152-IW1_20140403_S1A_30_v1.0_local_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364152-IW1_20140403_S1A_30_v1.0_number_of_looks.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364152-IW1_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_beta0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364152-IW1_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_sigma0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364152-IW1_20140403_S1A_30_v1.0_mask.tif https://datapool.asf.alaska.edu/BROWSE/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364152-IW1_20140403_S1A_30_v1.0_BROWSE.png https://cmr.earthdata.nasa.gov/search/concepts/G2812024881-ASF.xml
84,T170-364146-IW3,1.0.1,https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364146-IW3_20140403_S1A_30_v1.0_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364146-IW3_20140403_S1A_30_v1.0_local_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364146-IW3_20140403_S1A_30_v1.0_number_of_looks.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364146-IW3_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_beta0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364146-IW3_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_sigma0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364146-IW3_20140403_S1A_30_v1.0_mask.tif https://datapool.asf.alaska.edu/BROWSE/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364146-IW3_20140403_S1A_30_v1.0_BROWSE.png https://cmr.earthdata.nasa.gov/search/concepts/G2812024481-ASF.xml
85,T113-241382-IW2,1.0.1,https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T113-241382-IW2_20140403_S1A_30_v1.0_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T113-241382-IW2_20140403_S1A_30_v1.0_local_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T113-241382-IW2_20140403_S1A_30_v1.0_number_of_looks.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T113-241382-IW2_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_beta0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T113-241382-IW2_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_sigma0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T113-241382-IW2_20140403_S1A_30_v1.0_mask.tif https://datapool.asf.alaska.edu/BROWSE/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T113-241382-IW2_20140403_S1A_30_v1.0_BROWSE.png https://cmr.earthdata.nasa.gov/search/concepts/G2810166560-ASF.xml
86,T034-071094-IW2,1.0.1,https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T034-071094-IW2_20140403_S1A_30_v1.0_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T034-071094-IW2_20140403_S1A_30_v1.0_local_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T034-071094-IW2_20140403_S1A_30_v1.0_number_of_looks.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T034-071094-IW2_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_beta0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T034-071094-IW2_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_sigma0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T034-071094-IW2_20140403_S1A_30_v1.0_mask.tif https://datapool.asf.alaska.edu/BROWSE/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T034-071094-IW2_20140403_S1A_30_v1.0_BROWSE.png https://cmr.earthdata.nasa.gov/search/concepts/G2810126718-ASF.xml
87,T135-288081-IW3,1.0.1,https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T135-288081-IW3_20140403_S1A_30_v1.0_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T135-288081-IW3_20140403_S1A_30_v1.0_local_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T135-288081-IW3_20140403_S1A_30_v1.0_number_of_looks.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T135-288081-IW3_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_beta0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T135-288081-IW3_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_sigma0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T135-288081-IW3_20140403_S1A_30_v1.0_mask.tif https://datapool.asf.alaska.edu/BROWSE/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T135-288081-IW3_20140403_S1A_30_v1.0_BROWSE.png https://cmr.earthdata.nasa.gov/search/concepts/G2810169120-ASF.xml
88,T107-227878-IW3,1.0.1,https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T107-227878-IW3_20140403_S1A_30_v1.0_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T107-227878-IW3_20140403_S1A_30_v1.0_local_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T107-227878-IW3_20140403_S1A_30_v1.0_number_of_looks.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T107-227878-IW3_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_beta0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T107-227878-IW3_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_sigma0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T107-227878-IW3_20140403_S1A_30_v1.0_mask.tif https://datapool.asf.alaska.edu/BROWSE/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T107-227878-IW3_20140403_S1A_30_v1.0_BROWSE.png https://cmr.earthdata.nasa.gov/search/concepts/G2810149526-ASF.xml
89,T034-071084-IW2,1.0.1,https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T034-071084-IW2_20140403_S1A_30_v1.0_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T034-071084-IW2_20140403_S1A_30_v1.0_local_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T034-071084-IW2_20140403_S1A_30_v1.0_number_of_looks.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T034-071084-IW2_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_beta0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T034-071084-IW2_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_sigma0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T034-071084-IW2_20140403_S1A_30_v1.0_mask.tif https://datapool.asf.alaska.edu/BROWSE/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T034-071084-IW2_20140403_S1A_30_v1.0_BROWSE.png https://cmr.earthdata.nasa.gov/search/concepts/G2810127289-ASF.xml
90,T107-227882-IW3,1.0.1,https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T107-227882-IW3_20140403_S1A_30_v1.0_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T107-227882-IW3_20140403_S1A_30_v1.0_local_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T107-227882-IW3_20140403_S1A_30_v1.0_number_of_looks.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T107-227882-IW3_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_beta0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T107-227882-IW3_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_sigma0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T107-227882-IW3_20140403_S1A_30_v1.0_mask.tif https://datapool.asf.alaska.edu/BROWSE/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T107-227882-IW3_20140403_S1A_30_v1.0_BROWSE.png https://cmr.earthdata.nasa.gov/search/concepts/G2810136176-ASF.xml
91,T170-364151-IW3,1.0.1,https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364151-IW3_20140403_S1A_30_v1.0_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364151-IW3_20140403_S1A_30_v1.0_local_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364151-IW3_20140403_S1A_30_v1.0_number_of_looks.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364151-IW3_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_beta0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364151-IW3_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_sigma0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364151-IW3_20140403_S1A_30_v1.0_mask.tif https://datapool.asf.alaska.edu/BROWSE/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364151-IW3_20140403_S1A_30_v1.0_BROWSE.png https://cmr.earthdata.nasa.gov/search/concepts/G2812025003-ASF.xml
92,T170-364149-IW2,1.0.1,https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364149-IW2_20140403_S1A_30_v1.0_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364149-IW2_20140403_S1A_30_v1.0_local_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364149-IW2_20140403_S1A_30_v1.0_number_of_looks.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364149-IW2_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_beta0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364149-IW2_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_sigma0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364149-IW2_20140403_S1A_30_v1.0_mask.tif https://datapool.asf.alaska.edu/BROWSE/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364149-IW2_20140403_S1A_30_v1.0_BROWSE.png https://cmr.earthdata.nasa.gov/search/concepts/G2812024552-ASF.xml
93,T170-364154-IW2,1.0.1,https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364154-IW2_20140403_S1A_30_v1.0_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364154-IW2_20140403_S1A_30_v1.0_local_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364154-IW2_20140403_S1A_30_v1.0_number_of_looks.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364154-IW2_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_beta0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364154-IW2_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_sigma0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364154-IW2_20140403_S1A_30_v1.0_mask.tif https://datapool.asf.alaska.edu/BROWSE/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T170-364154-IW2_20140403_S1A_30_v1.0_BROWSE.png https://cmr.earthdata.nasa.gov/search/concepts/G2812022441-ASF.xml
94,T107-227877-IW2,1.0.1,https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T107-227877-IW2_20140403_S1A_30_v1.0_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T107-227877-IW2_20140403_S1A_30_v1.0_local_incidence_angle.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T107-227877-IW2_20140403_S1A_30_v1.0_number_of_looks.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T107-227877-IW2_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_beta0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T107-227877-IW2_20140403_S1A_30_v1.0_rtc_anf_gamma0_to_sigma0.tif https://datapool.asf.alaska.edu/RTC-STATIC/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T107-227877-IW2_20140403_S1A_30_v1.0_mask.tif https://datapool.asf.alaska.edu/BROWSE/OPERA-S1/OPERA_L2_RTC-S1-STATIC_T107-227877-IW2_20140403_S1A_30_v1.0_BROWSE.png https://cmr.earthdata.nasa.gov/search/concepts/G2810149579-ASF.xml
